0,2.898773031287811e-11
1,2.8987200719503883e-11
2,2.89879054818327e-11
3,2.8988542799163094e-11
4,2.8987075774944383e-11
5,2.8987498528241324e-11
6,2.898697971590245e-11
7,2.8987735797416443e-11
8,2.8941018274157652e-11
9,2.8988022293605358e-11
10,2.898829879777011e-11
11,2.8989159656836163e-11
12,2.8988880579808833e-11
13,2.898843450938892e-11
14,2.8988758067927957e-11
15,2.8990163234177564e-11
16,2.898894734125167e-11
17,2.8990631167788395e-11
18,2.898957627126182e-11
19,2.8989709852592766e-11
20,2.899020123038151e-11
21,2.8991292390506142e-11
22,2.899095046786929e-11
23,2.899091511440814e-11
24,2.8991154432555957e-11
25,2.8991171951738405e-11
26,2.8991018193235622e-11
27,2.899059001977485e-11
28,2.8990916648384806e-11
29,2.8990874527130405e-11
30,2.8990645019318182e-11
31,2.8991014233356593e-11
32,2.8991279463936334e-11
33,2.8991241460956123e-11
34,2.8990880929852453e-11
35,2.8990626764911136e-11
36,2.8944879544574962e-11
37,2.899119581858576e-11
38,2.8991080273974392e-11
39,2.899052544452405e-11
40,2.8990966128661453e-11
41,2.899121092118321e-11
42,2.8991330150387898e-11
43,2.8991628765924222e-11
44,2.8991180102736457e-11
45,2.8991433893289212e-11
46,2.899159254764243e-11
47,2.8991554871616936e-11
48,2.899124170151348e-11
