0,2.0000630007856842e-09
1,2.0000689393048783e-09
2,2.000067761306936e-09
3,2.0000618681891313e-09
4,2.000065432671486e-09
5,2.0000651468859576e-09
6,2.000070809534144e-09
7,2.000065547266997e-09
8,2.000063968508968e-09
9,2.0000689455750397e-09
10,2.0000685503985944e-09
11,2.000062610763858e-09
12,2.00006479648198e-09
13,2.000064109289232e-09
14,2.000070091612735e-09
15,2.000062484345461e-09
16,2.0000652057983696e-09
17,2.0000653937426987e-09
18,2.0000602007260006e-09
19,2.000065229091352e-09
20,2.0000614882914663e-09
21,2.0000624085385534e-09
22,2.0000657369879775e-09
23,2.000062844587303e-09
24,2.0000602794496662e-09
25,2.0000648269450963e-09
26,2.0000614193044444e-09
27,2.0000640498533536e-09
28,2.0000676192518874e-09
29,2.000065133512578e-09
30,2.000061152235803e-09
31,2.0000610369876534e-09
32,2.000067617396038e-09
33,2.000062382673979e-09
34,2.0000683079879293e-09
35,2.0000635515354004e-09
36,2.000064853260716e-09
37,2.0000670421437764e-09
38,2.0000684154222e-09
39,2.0000603804981557e-09
40,2.000067211835816e-09
41,2.0000607150338182e-09
42,2.000057318541814e-09
43,2.0000643047823186e-09
44,2.0000646580213156e-09
45,2.000064133852764e-09
46,2.000067822134066e-09
47,2.0000627283184785e-09
48,2.000065771376668e-09
