Time (s),Voltage(V)
-3.1756512384006054e-08,0.25368
-3.1748699884006056e-08,0.25346
-3.174088738400606e-08,0.25319
-3.173307488400606e-08,0.25371
-3.1725262384006065e-08,0.25524
-3.171744988400607e-08,0.25717
-3.170963738400607e-08,0.25874
-3.170182488400607e-08,0.2591
-3.1694012384006076e-08,0.25816
-3.168619988400608e-08,0.25667
-3.167838738400608e-08,0.25557
-3.1670574884006084e-08,0.25576
-3.1662762384006086e-08,0.25735
-3.165494988400609e-08,0.25959
-3.164713738400609e-08,0.2616
-3.1639324884006095e-08,0.26246
-3.16315123840061e-08,0.26204
-3.16236998840061e-08,0.26109
-3.16158873840061e-08,0.26045
-3.1608074884006105e-08,0.26078
-3.160026238400611e-08,0.26208
-3.159244988400611e-08,0.26367
-3.1584637384006114e-08,0.26488
-3.1576824884006116e-08,0.26516
-3.156901238400612e-08,0.26456
-3.156119988400612e-08,0.26378
-3.1553387384006124e-08,0.26334
-3.154557488400613e-08,0.26358
-3.153776238400613e-08,0.26445
-3.152994988400613e-08,0.26551
-3.1522137384006135e-08,0.26652
-3.151432488400614e-08,0.26714
-3.150651238400614e-08,0.26723
-3.1498699884006144e-08,0.26708
-3.1490887384006146e-08,0.26678
-3.148307488400615e-08,0.26663
-3.147526238400615e-08,0.26683
-3.1467449884006154e-08,0.26737
-3.145963738400616e-08,0.26819
-3.145182488400616e-08,0.26882
-3.144401238400616e-08,0.26881
-3.1436199884006165e-08,0.26835
-3.142838738400617e-08,0.26772
-3.142057488400617e-08,0.26758
-3.1412762384006173e-08,0.26837
-3.1404949884006176e-08,0.26986
-3.139713738400618e-08,0.27151
-3.138932488400618e-08,0.27244
-3.1381512384006184e-08,0.27204
-3.137369988400619e-08,0.27079
-3.136588738400619e-08,0.26937
-3.135807488400619e-08,0.26878
-3.1350262384006195e-08,0.26941
-3.13424498840062e-08,0.27076
-3.13346373840062e-08,0.27219
-3.1326824884006203e-08,0.27286
-3.1319012384006206e-08,0.27243
-3.131119988400621e-08,0.27144
-3.130338738400621e-08,0.27048
-3.1295574884006214e-08,0.27021
-3.128776238400622e-08,0.27084
-3.127994988400622e-08,0.2718
-3.127213738400622e-08,0.27275
-3.1264324884006225e-08,0.27317
-3.125651238400623e-08,0.27283
-3.124869988400623e-08,0.27213
-3.1240887384006233e-08,0.27147
-3.1233074884006236e-08,0.2714
-3.122526238400624e-08,0.27218
-3.121744988400624e-08,0.27324
-3.1209637384006244e-08,0.27415
-3.120182488400625e-08,0.27421
-3.119401238400625e-08,0.27306
-3.118619988400625e-08,0.27124
-3.1178387384006255e-08,0.26954
-3.117057488400626e-08,0.26892
-3.116276238400626e-08,0.26985
-3.115494988400626e-08,0.27157
-3.1147137384006266e-08,0.27335
-3.113932488400627e-08,0.27423
-3.113151238400627e-08,0.27378
-3.1123699884006274e-08,0.27265
-3.111588738400628e-08,0.27165
-3.110807488400628e-08,0.27155
-3.110026238400628e-08,0.27255
-3.1092449884006285e-08,0.27375
-3.108463738400629e-08,0.2746
-3.107682488400629e-08,0.27465
-3.106901238400629e-08,0.27388
-3.1061199884006296e-08,0.27295
-3.10533873840063e-08,0.27236
-3.10455748840063e-08,0.27246
-3.1037762384006304e-08,0.27324
-3.102994988400631e-08,0.27406
-3.102213738400631e-08,0.27477
-3.101432488400631e-08,0.27515
-3.1006512384006315e-08,0.27502
-3.099869988400632e-08,0.27462
-3.099088738400632e-08,0.27408
-3.098307488400632e-08,0.27374
-3.0975262384006326e-08,0.27385
-3.096744988400633e-08,0.27416
-3.095963738400633e-08,0.2746
-3.0951824884006334e-08,0.27485
-3.094401238400634e-08,0.27446
-3.093619988400634e-08,0.27374
-3.092838738400634e-08,0.27304
-3.0920574884006345e-08,0.27306
-3.091276238400635e-08,0.27404
-3.090494988400635e-08,0.27546
-3.089713738400635e-08,0.27669
-3.0889324884006356e-08,0.27709
-3.088151238400636e-08,0.27632
-3.087369988400636e-08,0.27496
-3.0865887384006364e-08,0.27378
-3.085807488400637e-08,0.27353
-3.085026238400637e-08,0.27431
-3.084244988400637e-08,0.27546
-3.0834637384006375e-08,0.27633
-3.082682488400638e-08,0.27645
-3.081901238400638e-08,0.27573
-3.081119988400638e-08,0.27473
-3.0803387384006386e-08,0.27394
-3.079557488400639e-08,0.27388
-3.078776238400639e-08,0.2745
-3.0779949884006394e-08,0.27535
-3.0772137384006397e-08,0.27603
-3.07643248840064e-08,0.27624
-3.07565123840064e-08,0.27585
-3.0748699884006405e-08,0.27513
-3.074088738400641e-08,0.27453
-3.073307488400641e-08,0.27457
-3.072526238400641e-08,0.27534
-3.0717449884006416e-08,0.27638
-3.070963738400642e-08,0.27705
-3.070182488400642e-08,0.27671
-3.0694012384006424e-08,0.27516
-3.0686199884006427e-08,0.27299
-3.067838738400643e-08,0.27122
-3.067057488400643e-08,0.27087
-3.0662762384006435e-08,0.27217
-3.065494988400644e-08,0.27429
-3.064713738400644e-08,0.27611
-3.063932488400644e-08,0.27668
-3.0631512384006446e-08,0.27584
-3.062369988400645e-08,0.27442
-3.061588738400645e-08,0.27348
-3.0608074884006454e-08,0.27374
-3.0600262384006457e-08,0.27495
-3.059244988400646e-08,0.27606
-3.058463738400646e-08,0.27628
-3.0576824884006465e-08,0.27542
-3.056901238400647e-08,0.27397
-3.056119988400647e-08,0.27274
-3.055338738400647e-08,0.27182
-3.0545574884006476e-08,0.27042
-3.053776238400648e-08,0.26705
-3.052994988400648e-08,0.26005
-3.0522137384006484e-08,0.2491
-3.0514324884006486e-08,0.23499
-3.050651238400649e-08,0.2193
-3.049869988400649e-08,0.20363
-3.0490887384006495e-08,0.18857
-3.04830748840065e-08,0.1739
-3.04752623840065e-08,0.15899
-3.04674498840065e-08,0.1431
-3.0459637384006506e-08,0.12647
-3.045182488400651e-08,0.10968
-3.044401238400651e-08,0.0933
-3.0436199884006514e-08,0.07753
-3.0428387384006516e-08,0.0619
-3.042057488400652e-08,0.046
-3.041276238400652e-08,0.02972
-3.0404949884006525e-08,0.01306
-3.039713738400653e-08,-0.00333
-3.038932488400653e-08,-0.01917
-3.038151238400653e-08,-0.03463
-3.0373699884006535e-08,-0.05012
-3.036588738400654e-08,-0.06618
-3.035807488400654e-08,-0.08266
-3.0350262384006544e-08,-0.09905
-3.0342449884006546e-08,-0.11515
-3.033463738400655e-08,-0.13063
-3.032682488400655e-08,-0.14584
-3.0319012384006555e-08,-0.16123
-3.031119988400656e-08,-0.17681
-3.030338738400656e-08,-0.19205
-3.029557488400656e-08,-0.20564
-3.0287762384006565e-08,-0.21636
-3.027994988400657e-08,-0.22396
-3.027213738400657e-08,-0.22859
-3.0264324884006574e-08,-0.23122
-3.0256512384006576e-08,-0.23289
-3.024869988400658e-08,-0.23431
-3.024088738400658e-08,-0.23589
-3.0233074884006584e-08,-0.23755
-3.022526238400659e-08,-0.23918
-3.021744988400659e-08,-0.24094
-3.020963738400659e-08,-0.24254
-3.0201824884006595e-08,-0.24369
-3.01940123840066e-08,-0.24422
-3.01861998840066e-08,-0.24413
-3.0178387384006604e-08,-0.24398
-3.0170574884006606e-08,-0.24424
-3.016276238400661e-08,-0.24523
-3.015494988400661e-08,-0.24713
-3.0147137384006614e-08,-0.24927
-3.013932488400662e-08,-0.25095
-3.013151238400662e-08,-0.25191
-3.012369988400662e-08,-0.25219
-3.0115887384006625e-08,-0.25248
-3.010807488400663e-08,-0.25306
-3.010026238400663e-08,-0.25392
-3.0092449884006633e-08,-0.25507
-3.0084637384006636e-08,-0.256
-3.007682488400664e-08,-0.25654
-3.006901238400664e-08,-0.25683
-3.0061199884006644e-08,-0.25692
-3.005338738400665e-08,-0.2571
-3.004557488400665e-08,-0.25723
-3.003776238400665e-08,-0.25724
-3.0029949884006655e-08,-0.25755
-3.002213738400666e-08,-0.25826
-3.001432488400666e-08,-0.25936
-3.0006512384006663e-08,-0.26064
-2.9998699884006666e-08,-0.2614
-2.999088738400667e-08,-0.26138
-2.998307488400667e-08,-0.26053
-2.9975262384006674e-08,-0.25935
-2.996744988400668e-08,-0.2589
-2.995963738400668e-08,-0.25945
-2.995182488400668e-08,-0.26065
-2.9944012384006685e-08,-0.26184
-2.993619988400669e-08,-0.26216
-2.992838738400669e-08,-0.26164
-2.9920574884006693e-08,-0.26082
-2.9912762384006696e-08,-0.26043
-2.99049498840067e-08,-0.26118
-2.98971373840067e-08,-0.26275
-2.9889324884006704e-08,-0.26427
-2.988151238400671e-08,-0.26507
-2.987369988400671e-08,-0.2647
-2.986588738400671e-08,-0.26361
-2.9858074884006715e-08,-0.26256
-2.985026238400672e-08,-0.2621
-2.984244988400672e-08,-0.26261
-2.983463738400672e-08,-0.26373
-2.9826824884006726e-08,-0.26486
-2.981901238400673e-08,-0.26563
-2.981119988400673e-08,-0.26567
-2.9803387384006734e-08,-0.26511
-2.9795574884006737e-08,-0.26438
-2.978776238400674e-08,-0.2638
-2.9779949884006742e-08,-0.26383
-2.9772137384006745e-08,-0.26455
-2.9764324884006748e-08,-0.26556
-2.975651238400675e-08,-0.26646
-2.9748699884006753e-08,-0.26673
-2.9740887384006756e-08,-0.26631
-2.973307488400676e-08,-0.26574
-2.972526238400676e-08,-0.26549
-2.9717449884006764e-08,-0.26592
-2.9709637384006767e-08,-0.26683
-2.970182488400677e-08,-0.26749
-2.9694012384006772e-08,-0.26729
-2.9686199884006775e-08,-0.26613
-2.9678387384006778e-08,-0.26455
-2.967057488400678e-08,-0.26359
-2.9662762384006783e-08,-0.26386
-2.9654949884006786e-08,-0.26519
-2.964713738400679e-08,-0.26692
-2.963932488400679e-08,-0.26812
-2.9631512384006794e-08,-0.2684
-2.9623699884006797e-08,-0.26798
-2.96158873840068e-08,-0.26742
-2.9608074884006802e-08,-0.26736
-2.9600262384006805e-08,-0.26786
-2.9592449884006808e-08,-0.2685
-2.958463738400681e-08,-0.26893
-2.9576824884006813e-08,-0.26902
-2.9569012384006816e-08,-0.26885
-2.956119988400682e-08,-0.26861
-2.955338738400682e-08,-0.26836
-2.9545574884006824e-08,-0.26823
-2.9537762384006827e-08,-0.26825
-2.952994988400683e-08,-0.26845
-2.9522137384006832e-08,-0.26907
-2.9514324884006835e-08,-0.27015
-2.9506512384006838e-08,-0.27117
-2.949869988400684e-08,-0.27157
-2.9490887384006843e-08,-0.271
-2.9483074884006846e-08,-0.26976
-2.947526238400685e-08,-0.26854
-2.946744988400685e-08,-0.26804
-2.9459637384006854e-08,-0.26855
-2.9451824884006857e-08,-0.26975
-2.944401238400686e-08,-0.27063
-2.9436199884006862e-08,-0.27059
-2.9428387384006865e-08,-0.26966
-2.9420574884006868e-08,-0.26869
-2.941276238400687e-08,-0.26845
-2.9404949884006873e-08,-0.26927
-2.9397137384006876e-08,-0.27071
-2.938932488400688e-08,-0.27203
-2.938151238400688e-08,-0.27231
-2.9373699884006884e-08,-0.27149
-2.9365887384006887e-08,-0.27012
-2.935807488400689e-08,-0.2691
-2.9350262384006892e-08,-0.26895
-2.9342449884006895e-08,-0.26968
-2.9334637384006897e-08,-0.27076
-2.93268248840069e-08,-0.27181
-2.9319012384006903e-08,-0.27216
-2.9311199884006906e-08,-0.27179
-2.930338738400691e-08,-0.27093
-2.929557488400691e-08,-0.27005
-2.9287762384006914e-08,-0.26957
-2.9279949884006917e-08,-0.26975
-2.927213738400692e-08,-0.27042
-2.9264324884006922e-08,-0.27146
-2.9256512384006925e-08,-0.27208
-2.9248699884006927e-08,-0.27201
-2.924088738400693e-08,-0.27132
-2.9233074884006933e-08,-0.27053
-2.9225262384006936e-08,-0.27027
-2.9217449884006938e-08,-0.27085
-2.920963738400694e-08,-0.27174
-2.9201824884006944e-08,-0.27244
-2.9194012384006946e-08,-0.27201
-2.918619988400695e-08,-0.27053
-2.9178387384006952e-08,-0.26875
-2.9170574884006955e-08,-0.26766
-2.9162762384006957e-08,-0.26795
-2.915494988400696e-08,-0.2695
-2.9147137384006963e-08,-0.27124
-2.9139324884006966e-08,-0.27249
-2.9131512384006968e-08,-0.27253
-2.912369988400697e-08,-0.27185
-2.9115887384006974e-08,-0.27116
-2.9108074884006976e-08,-0.27104
-2.910026238400698e-08,-0.27159
-2.9092449884006982e-08,-0.27246
-2.9084637384006985e-08,-0.27293
-2.9076824884006987e-08,-0.27307
-2.906901238400699e-08,-0.27271
-2.9061199884006993e-08,-0.27226
-2.9053387384006995e-08,-0.27195
-2.9045574884006998e-08,-0.27176
-2.9037762384007e-08,-0.27178
-2.9029949884007004e-08,-0.27212
-2.9022137384007006e-08,-0.27274
-2.901432488400701e-08,-0.27383
-2.9006512384007012e-08,-0.27477
-2.8998699884007015e-08,-0.27512
-2.8990887384007017e-08,-0.27462
-2.898307488400702e-08,-0.27342
-2.8975262384007023e-08,-0.27227
-2.8967449884007025e-08,-0.27192
-2.8959637384007028e-08,-0.27244
-2.895182488400703e-08,-0.27361
-2.8944012384007034e-08,-0.27439
-2.8936199884007036e-08,-0.27424
-2.892838738400704e-08,-0.27332
-2.8920574884007042e-08,-0.27235
-2.8912762384007044e-08,-0.27221
-2.8904949884007047e-08,-0.27317
-2.889713738400705e-08,-0.27466
-2.8889324884007053e-08,-0.27592
-2.8881512384007055e-08,-0.27606
-2.8873699884007058e-08,-0.27506
-2.886588738400706e-08,-0.27358
-2.8858074884007064e-08,-0.27247
-2.8850262384007066e-08,-0.27235
-2.884244988400707e-08,-0.27314
-2.8834637384007072e-08,-0.27428
-2.8826824884007074e-08,-0.27526
-2.8819012384007077e-08,-0.27557
-2.881119988400708e-08,-0.27518
-2.8803387384007083e-08,-0.27439
-2.8795574884007085e-08,-0.27357
-2.8787762384007088e-08,-0.27315
-2.877994988400709e-08,-0.27325
-2.8772137384007093e-08,-0.27381
-2.8764324884007096e-08,-0.27458
-2.87565123840071e-08,-0.27506
-2.87486998840071e-08,-0.27498
-2.8740887384007104e-08,-0.27441
-2.8733074884007107e-08,-0.27377
-2.872526238400711e-08,-0.27362
-2.8717449884007112e-08,-0.27409
-2.8709637384007115e-08,-0.27485
-2.8701824884007118e-08,-0.27526
-2.869401238400712e-08,-0.27465
-2.8686199884007123e-08,-0.2731
-2.8678387384007126e-08,-0.27128
-2.867057488400713e-08,-0.27015
-2.866276238400713e-08,-0.27039
-2.8654949884007134e-08,-0.27173
-2.8647137384007137e-08,-0.27339
-2.863932488400714e-08,-0.27453
-2.8631512384007142e-08,-0.27462
-2.8623699884007145e-08,-0.27401
-2.8615887384007148e-08,-0.27325
-2.860807488400715e-08,-0.27293
-2.8600262384007153e-08,-0.27321
-2.8592449884007156e-08,-0.27369
-2.858463738400716e-08,-0.27406
-2.857682488400716e-08,-0.27422
-2.8569012384007164e-08,-0.27409
-2.8561199884007167e-08,-0.2739
-2.855338738400717e-08,-0.27358
-2.8545574884007172e-08,-0.27326
-2.8537762384007175e-08,-0.27306
-2.8529949884007178e-08,-0.2731
-2.852213738400718e-08,-0.2737
-2.8514324884007183e-08,-0.27478
-2.8506512384007186e-08,-0.27572
-2.849869988400719e-08,-0.276
-2.849088738400719e-08,-0.27514
-2.8483074884007194e-08,-0.27356
-2.8475262384007197e-08,-0.27212
-2.84674498840072e-08,-0.27146
-2.8459637384007202e-08,-0.27196
-2.8451824884007205e-08,-0.27309
-2.8444012384007208e-08,-0.27388
-2.843619988400721e-08,-0.27384
-2.8428387384007213e-08,-0.27298
-2.8420574884007216e-08,-0.27216
-2.841276238400722e-08,-0.27211
-2.840494988400722e-08,-0.27289
-2.8397137384007224e-08,-0.27412
-2.8389324884007227e-08,-0.27501
-2.838151238400723e-08,-0.27494
-2.8373699884007232e-08,-0.27407
-2.8365887384007235e-08,-0.27288
-2.8358074884007238e-08,-0.27209
-2.835026238400724e-08,-0.27196
-2.8342449884007243e-08,-0.27229
-2.8334637384007246e-08,-0.2729
-2.832682488400725e-08,-0.27345
-2.831901238400725e-08,-0.27373
-2.8311199884007254e-08,-0.27375
-2.8303387384007257e-08,-0.27342
-2.829557488400726e-08,-0.27288
-2.8287762384007262e-08,-0.27231
-2.8279949884007265e-08,-0.27206
-2.8272137384007268e-08,-0.27242
-2.826432488400727e-08,-0.2733
-2.8256512384007273e-08,-0.27407
-2.8248699884007276e-08,-0.27425
-2.824088738400728e-08,-0.27362
-2.823307488400728e-08,-0.2726
-2.8225262384007284e-08,-0.27196
-2.8217449884007287e-08,-0.27216
-2.820963738400729e-08,-0.27301
-2.8201824884007292e-08,-0.27358
-2.8194012384007295e-08,-0.27286
-2.8186199884007298e-08,-0.27076
-2.81783873840073e-08,-0.26825
-2.8170574884007303e-08,-0.26668
-2.8162762384007306e-08,-0.26686
-2.815494988400731e-08,-0.26816
-2.814713738400731e-08,-0.26862
-2.8139324884007314e-08,-0.26589
-2.8131512384007317e-08,-0.25832
-2.812369988400732e-08,-0.24614
-2.8115887384007322e-08,-0.23101
-2.8108074884007325e-08,-0.21498
-2.8100262384007328e-08,-0.19954
-2.809244988400733e-08,-0.18507
-2.8084637384007333e-08,-0.17102
-2.8076824884007336e-08,-0.15674
-2.806901238400734e-08,-0.14169
-2.806119988400734e-08,-0.12599
-2.8053387384007344e-08,-0.11
-2.8045574884007347e-08,-0.09381
-2.803776238400735e-08,-0.07749
-2.8029949884007352e-08,-0.06105
-2.8022137384007355e-08,-0.04459
-2.8014324884007357e-08,-0.02851
-2.800651238400736e-08,-0.0129
-2.7998699884007363e-08,0.00228
-2.7990887384007366e-08,0.01742
-2.7983074884007368e-08,0.03306
-2.797526238400737e-08,0.04943
-2.7967449884007374e-08,0.06618
-2.7959637384007377e-08,0.08272
-2.795182488400738e-08,0.09834
-2.7944012384007382e-08,0.11295
-2.7936199884007385e-08,0.12704
-2.7928387384007387e-08,0.1415
-2.792057488400739e-08,0.15717
-2.7912762384007393e-08,0.17414
-2.7904949884007396e-08,0.19137
-2.7897137384007398e-08,0.20723
-2.78893248840074e-08,0.21979
-2.7881512384007404e-08,0.22795
-2.7873699884007406e-08,0.23196
-2.786588738400741e-08,0.23313
-2.7858074884007412e-08,0.23349
-2.7850262384007415e-08,0.23464
-2.7842449884007417e-08,0.23708
-2.783463738400742e-08,0.24039
-2.7826824884007423e-08,0.24333
-2.7819012384007426e-08,0.24499
-2.7811199884007428e-08,0.24533
-2.780338738400743e-08,0.24505
-2.7795574884007434e-08,0.24524
-2.7787762384007436e-08,0.24656
-2.777994988400744e-08,0.24883
-2.7772137384007442e-08,0.25137
-2.7764324884007445e-08,0.25317
-2.7756512384007447e-08,0.25375
-2.774869988400745e-08,0.25355
-2.7740887384007453e-08,0.25326
-2.7733074884007455e-08,0.25376
-2.7725262384007458e-08,0.25523
-2.771744988400746e-08,0.25713
-2.7709637384007464e-08,0.25869
-2.7701824884007466e-08,0.25906
-2.769401238400747e-08,0.25815
-2.7686199884007472e-08,0.25666
-2.7678387384007474e-08,0.25557
-2.7670574884007477e-08,0.25575
-2.766276238400748e-08,0.25733
-2.7654949884007483e-08,0.25956
-2.7647137384007485e-08,0.26157
-2.7639324884007488e-08,0.26244
-2.763151238400749e-08,0.26201
-2.7623699884007494e-08,0.26105
-2.7615887384007496e-08,0.26039
-2.76080748840075e-08,0.26072
-2.7600262384007502e-08,0.26203
-2.7592449884007504e-08,0.26364
-2.7584637384007507e-08,0.26485
-2.757682488400751e-08,0.26513
-2.7569012384007513e-08,0.26451
-2.7561199884007515e-08,0.26372
-2.7553387384007518e-08,0.26328
-2.754557488400752e-08,0.26356
-2.7537762384007523e-08,0.26446
-2.7529949884007526e-08,0.26556
-2.752213738400753e-08,0.26658
-2.751432488400753e-08,0.26717
-2.7506512384007534e-08,0.26722
-2.7498699884007537e-08,0.26705
-2.749088738400754e-08,0.26676
-2.7483074884007543e-08,0.26664
-2.7475262384007545e-08,0.26688
-2.7467449884007548e-08,0.26744
-2.745963738400755e-08,0.26825
-2.7451824884007553e-08,0.26886
-2.7444012384007556e-08,0.26882
-2.743619988400756e-08,0.26835
-2.742838738400756e-08,0.26771
-2.7420574884007564e-08,0.26758
-2.7412762384007567e-08,0.26838
-2.740494988400757e-08,0.26989
-2.7397137384007572e-08,0.27156
-2.7389324884007575e-08,0.2725
-2.7381512384007578e-08,0.27212
-2.737369988400758e-08,0.27087
-2.7365887384007583e-08,0.26945
-2.7358074884007586e-08,0.26884
-2.735026238400759e-08,0.26944
-2.734244988400759e-08,0.27079
-2.7334637384007594e-08,0.27222
-2.7326824884007597e-08,0.27293
-2.73190123840076e-08,0.27252
-2.7311199884007602e-08,0.27155
-2.7303387384007605e-08,0.2706
-2.7295574884007608e-08,0.27031
-2.728776238400761e-08,0.27092
-2.7279949884007613e-08,0.27187
-2.7272137384007616e-08,0.2728
-2.726432488400762e-08,0.27319
-2.725651238400762e-08,0.27282
-2.7248699884007624e-08,0.27209
-2.7240887384007627e-08,0.27142
-2.723307488400763e-08,0.27137
-2.7225262384007632e-08,0.2722
-2.7217449884007635e-08,0.2733
-2.7209637384007638e-08,0.27424
-2.720182488400764e-08,0.2743
-2.7194012384007643e-08,0.27313
-2.7186199884007646e-08,0.27128
-2.717838738400765e-08,0.26956
-2.717057488400765e-08,0.26892
-2.7162762384007654e-08,0.26984
-2.7154949884007657e-08,0.27156
-2.714713738400766e-08,0.27334
-2.7139324884007662e-08,0.27421
-2.7131512384007665e-08,0.27378
-2.7123699884007668e-08,0.27267
-2.711588738400767e-08,0.27169
-2.7108074884007673e-08,0.27159
-2.7100262384007676e-08,0.27257
-2.709244988400768e-08,0.27375
-2.708463738400768e-08,0.27457
-2.7076824884007684e-08,0.27462
-2.7069012384007687e-08,0.27385
-2.706119988400769e-08,0.27295
-2.7053387384007692e-08,0.27236
-2.7045574884007695e-08,0.27245
-2.7037762384007698e-08,0.27322
-2.70299498840077e-08,0.27403
-2.7022137384007703e-08,0.27474
-2.7014324884007706e-08,0.27515
-2.700651238400771e-08,0.27504
-2.699869988400771e-08,0.27464
-2.6990887384007714e-08,0.2741
-2.6983074884007717e-08,0.27374
-2.697526238400772e-08,0.27383
-2.6967449884007722e-08,0.27412
-2.6959637384007725e-08,0.27455
-2.6951824884007728e-08,0.2748
-2.694401238400773e-08,0.27442
-2.6936199884007733e-08,0.27371
-2.6928387384007736e-08,0.27303
-2.692057488400774e-08,0.27307
-2.691276238400774e-08,0.27407
-2.6904949884007744e-08,0.2755
-2.6897137384007747e-08,0.27673
-2.688932488400775e-08,0.27712
-2.6881512384007752e-08,0.27633
-2.6873699884007755e-08,0.27496
-2.6865887384007758e-08,0.27377
-2.685807488400776e-08,0.27352
-2.6850262384007763e-08,0.2743
-2.6842449884007766e-08,0.27545
-2.683463738400777e-08,0.2763
-2.682682488400777e-08,0.27641
-2.6819012384007774e-08,0.2757
-2.6811199884007777e-08,0.2747
-2.680338738400778e-08,0.27395
-2.6795574884007782e-08,0.27391
-2.6787762384007785e-08,0.27453
-2.6779949884007787e-08,0.27537
-2.677213738400779e-08,0.27603
-2.6764324884007793e-08,0.27622
-2.6756512384007796e-08,0.27581
-2.67486998840078e-08,0.27511
-2.67408873840078e-08,0.27453
-2.6733074884007804e-08,0.2746
-2.6725262384007807e-08,0.27539
-2.671744988400781e-08,0.27642
-2.6709637384007812e-08,0.27708
-2.6701824884007815e-08,0.27673
-2.6694012384007817e-08,0.27517
-2.668619988400782e-08,0.27302
-2.6678387384007823e-08,0.27127
-2.6670574884007826e-08,0.27093
-2.6662762384007828e-08,0.27223
-2.665494988400783e-08,0.27433
-2.6647137384007834e-08,0.27612
-2.6639324884007836e-08,0.27667
-2.663151238400784e-08,0.27583
-2.6623699884007842e-08,0.27441
-2.6615887384007845e-08,0.27349
-2.6608074884007847e-08,0.27377
-2.660026238400785e-08,0.27501
-2.6592449884007853e-08,0.27613
-2.6584637384007856e-08,0.27635
-2.6576824884007858e-08,0.2755
-2.656901238400786e-08,0.27404
-2.6561199884007864e-08,0.27278
-2.6553387384007866e-08,0.27182
-2.654557488400787e-08,0.27039
-2.6537762384007872e-08,0.267
-2.6529949884007875e-08,0.26001
-2.6522137384007877e-08,0.24909
-2.651432488400788e-08,0.23502
-2.6506512384007883e-08,0.21938
-2.6498699884007885e-08,0.20374
-2.6490887384007888e-08,0.18868
-2.648307488400789e-08,0.17402
-2.6475262384007894e-08,0.15907
-2.6467449884007896e-08,0.14315
-2.64596373840079e-08,0.12648
-2.6451824884007902e-08,0.10968
-2.6444012384007905e-08,0.09328
-2.6436199884007907e-08,0.0775
-2.642838738400791e-08,0.06186
-2.6420574884007913e-08,0.04596
-2.6412762384007915e-08,0.02966
-2.6404949884007918e-08,0.01296
-2.639713738400792e-08,-0.00345
-2.6389324884007924e-08,-0.01932
-2.6381512384007926e-08,-0.03478
-2.637369988400793e-08,-0.05026
-2.6365887384007932e-08,-0.06628
-2.6358074884007934e-08,-0.08272
-2.6350262384007937e-08,-0.09909
-2.634244988400794e-08,-0.1152
-2.6334637384007943e-08,-0.13071
-2.6326824884007945e-08,-0.14596
-2.6319012384007948e-08,-0.16135
-2.631119988400795e-08,-0.17689
-2.6303387384007954e-08,-0.19207
-2.6295574884007956e-08,-0.20561
-2.628776238400796e-08,-0.21631
-2.6279949884007962e-08,-0.22393
-2.6272137384007964e-08,-0.22859
-2.6264324884007967e-08,-0.23125
-2.625651238400797e-08,-0.23293
-2.6248699884007973e-08,-0.23432
-2.6240887384007975e-08,-0.23586
-2.6233074884007978e-08,-0.2375
-2.622526238400798e-08,-0.23913
-2.6217449884007983e-08,-0.24092
-2.6209637384007986e-08,-0.24255
-2.620182488400799e-08,-0.24372
-2.619401238400799e-08,-0.24425
-2.6186199884007994e-08,-0.24414
-2.6178387384007997e-08,-0.24397
-2.6170574884008e-08,-0.24422
-2.6162762384008003e-08,-0.24522
-2.6154949884008005e-08,-0.24714
-2.6147137384008008e-08,-0.24928
-2.613932488400801e-08,-0.25096
-2.6131512384008013e-08,-0.25192
-2.6123699884008016e-08,-0.25222
-2.611588738400802e-08,-0.25252
-2.610807488400802e-08,-0.25312
-2.6100262384008024e-08,-0.25399
-2.6092449884008027e-08,-0.2551
-2.608463738400803e-08,-0.25599
-2.6076824884008032e-08,-0.25648
-2.6069012384008035e-08,-0.25674
-2.6061199884008038e-08,-0.25682
-2.605338738400804e-08,-0.25701
-2.6045574884008043e-08,-0.25717
-2.6037762384008046e-08,-0.25718
-2.602994988400805e-08,-0.2575
-2.602213738400805e-08,-0.25823
-2.6014324884008054e-08,-0.25935
-2.6006512384008057e-08,-0.26066
-2.599869988400806e-08,-0.26143
-2.5990887384008062e-08,-0.26139
-2.5983074884008065e-08,-0.2605
-2.5975262384008068e-08,-0.25927
-2.596744988400807e-08,-0.25877
-2.5959637384008073e-08,-0.25931
-2.5951824884008076e-08,-0.26054
-2.594401238400808e-08,-0.26178
-2.593619988400808e-08,-0.26213
-2.5928387384008084e-08,-0.26163
-2.5920574884008087e-08,-0.26081
-2.591276238400809e-08,-0.26041
-2.5904949884008092e-08,-0.26114
-2.5897137384008095e-08,-0.26271
-2.5889324884008098e-08,-0.26424
-2.58815123840081e-08,-0.26504
-2.5873699884008103e-08,-0.26466
-2.5865887384008106e-08,-0.26358
-2.585807488400811e-08,-0.26256
-2.585026238400811e-08,-0.26212
-2.5842449884008114e-08,-0.26265
-2.5834637384008117e-08,-0.26377
-2.582682488400812e-08,-0.2649
-2.5819012384008122e-08,-0.26564
-2.5811199884008125e-08,-0.26568
-2.5803387384008128e-08,-0.26512
-2.579557488400813e-08,-0.26441
-2.5787762384008133e-08,-0.26385
-2.5779949884008136e-08,-0.26389
-2.577213738400814e-08,-0.26459
-2.576432488400814e-08,-0.26558
-2.5756512384008144e-08,-0.26644
-2.5748699884008147e-08,-0.2667
-2.574088738400815e-08,-0.26629
-2.5733074884008152e-08,-0.26573
-2.5725262384008155e-08,-0.26551
-2.5717449884008158e-08,-0.26596
