Time (s),Voltage(V)
8.095050115980062e-09,0.19141
8.10286261598006e-09,0.20724
8.110675115980057e-09,0.21978
8.118487615980054e-09,0.22794
8.126300115980052e-09,0.23197
8.134112615980049e-09,0.23316
8.141925115980046e-09,0.23354
8.149737615980043e-09,0.23467
8.15755011598004e-09,0.23707
8.165362615980038e-09,0.24034
8.173175115980035e-09,0.24326
8.180987615980033e-09,0.24492
8.18880011598003e-09,0.24531
8.196612615980027e-09,0.24506
8.204425115980024e-09,0.24529
8.212237615980022e-09,0.24662
8.220050115980019e-09,0.24888
8.227862615980016e-09,0.25139
8.235675115980013e-09,0.25314
8.24348761598001e-09,0.25368
8.251300115980008e-09,0.25346
8.259112615980005e-09,0.25319
8.266925115980003e-09,0.25372
8.27473761598e-09,0.25524
8.282550115979997e-09,0.25717
8.290362615979994e-09,0.25874
8.298175115979992e-09,0.2591
8.305987615979989e-09,0.25816
8.313800115979986e-09,0.25667
8.321612615979984e-09,0.25558
8.329425115979981e-09,0.25577
8.337237615979978e-09,0.25735
8.345050115979975e-09,0.25959
8.352862615979973e-09,0.26159
8.36067511597997e-09,0.26246
8.368487615979967e-09,0.26204
8.376300115979965e-09,0.2611
8.384112615979962e-09,0.26046
8.391925115979959e-09,0.26079
8.399737615979956e-09,0.26209
8.407550115979954e-09,0.26367
8.415362615979951e-09,0.26488
8.423175115979948e-09,0.26516
8.430987615979945e-09,0.26456
8.438800115979943e-09,0.26378
8.44661261597994e-09,0.26334
8.454425115979937e-09,0.26358
8.462237615979935e-09,0.26444
8.470050115979932e-09,0.26551
8.477862615979929e-09,0.26652
8.485675115979926e-09,0.26714
8.493487615979924e-09,0.26723
8.501300115979921e-09,0.26708
8.509112615979918e-09,0.26678
8.516925115979916e-09,0.26663
8.524737615979913e-09,0.26684
8.53255011597991e-09,0.26738
8.540362615979907e-09,0.26819
8.548175115979905e-09,0.26882
8.555987615979902e-09,0.26881
8.5638001159799e-09,0.26835
8.571612615979896e-09,0.26772
8.579425115979894e-09,0.26759
8.587237615979891e-09,0.26837
8.595050115979888e-09,0.26986
8.602862615979886e-09,0.27152
8.610675115979883e-09,0.27244
8.61848761597988e-09,0.27204
8.626300115979877e-09,0.27079
8.634112615979875e-09,0.26937
8.641925115979872e-09,0.26878
8.64973761597987e-09,0.26941
8.657550115979867e-09,0.27076
8.665362615979864e-09,0.27218
8.673175115979861e-09,0.27286
8.680987615979858e-09,0.27243
8.688800115979856e-09,0.27145
8.696612615979853e-09,0.27049
8.70442511597985e-09,0.27022
8.712237615979847e-09,0.27084
8.720050115979845e-09,0.2718
8.727862615979842e-09,0.27275
8.73567511597984e-09,0.27317
8.743487615979837e-09,0.27284
8.751300115979834e-09,0.27213
8.759112615979831e-09,0.27147
8.766925115979828e-09,0.2714
8.774737615979826e-09,0.27218
8.782550115979823e-09,0.27323
8.79036261597982e-09,0.27414
8.798175115979818e-09,0.2742
8.805987615979815e-09,0.27306
8.813800115979812e-09,0.27124
8.82161261597981e-09,0.26954
8.829425115979807e-09,0.26892
8.837237615979804e-09,0.26985
8.845050115979801e-09,0.27158
8.852862615979798e-09,0.27335
8.860675115979796e-09,0.27423
8.868487615979793e-09,0.27377
8.87630011597979e-09,0.27263
8.884112615979788e-09,0.27164
8.891925115979785e-09,0.27155
8.899737615979782e-09,0.27255
8.90755011597978e-09,0.27376
8.915362615979777e-09,0.2746
8.923175115979774e-09,0.27465
8.930987615979771e-09,0.27388
8.938800115979769e-09,0.27295
8.946612615979766e-09,0.27236
8.954425115979763e-09,0.27246
8.96223761597976e-09,0.27324
8.970050115979758e-09,0.27406
8.977862615979755e-09,0.27477
8.985675115979752e-09,0.27516
8.99348761597975e-09,0.27502
9.001300115979747e-09,0.27462
9.009112615979744e-09,0.27408
9.016925115979741e-09,0.27374
9.024737615979739e-09,0.27385
9.032550115979736e-09,0.27416
9.040362615979733e-09,0.2746
9.04817511597973e-09,0.27485
9.055987615979728e-09,0.27446
9.063800115979725e-09,0.27374
9.071612615979722e-09,0.27304
9.07942511597972e-09,0.27305
9.087237615979717e-09,0.27404
9.095050115979714e-09,0.27545
9.102862615979711e-09,0.27669
9.110675115979709e-09,0.27709
9.118487615979706e-09,0.27632
9.126300115979703e-09,0.27496
9.1341126159797e-09,0.27377
9.141925115979698e-09,0.27353
9.149737615979695e-09,0.27431
9.157550115979692e-09,0.27546
9.16536261597969e-09,0.27632
9.173175115979687e-09,0.27644
9.180987615979684e-09,0.27572
9.188800115979681e-09,0.27471
9.196612615979679e-09,0.27393
9.204425115979676e-09,0.27388
9.212237615979673e-09,0.2745
9.22005011597967e-09,0.27535
9.227862615979668e-09,0.27603
9.235675115979665e-09,0.27624
9.243487615979662e-09,0.27584
9.25130011597966e-09,0.27513
9.259112615979657e-09,0.27453
9.266925115979654e-09,0.27457
9.274737615979651e-09,0.27534
9.282550115979649e-09,0.27638
9.290362615979646e-09,0.27704
9.298175115979643e-09,0.2767
9.30598761597964e-09,0.27516
9.313800115979638e-09,0.27299
9.321612615979635e-09,0.27122
9.329425115979632e-09,0.27087
9.33723761597963e-09,0.27217
9.345050115979627e-09,0.27429
9.352862615979624e-09,0.27611
9.360675115979622e-09,0.27668
9.368487615979619e-09,0.27585
9.376300115979616e-09,0.27442
9.384112615979613e-09,0.27348
9.39192511597961e-09,0.27373
9.399737615979608e-09,0.27495
9.407550115979605e-09,0.27606
9.415362615979603e-09,0.27628
9.4231751159796e-09,0.27542
9.430987615979597e-09,0.27397
9.438800115979594e-09,0.27274
9.446612615979592e-09,0.27182
9.454425115979589e-09,0.27042
9.462237615979586e-09,0.26705
9.470050115979583e-09,0.26006
9.47786261597958e-09,0.24911
9.485675115979578e-09,0.235
9.493487615979575e-09,0.21931
9.501300115979573e-09,0.20363
9.50911261597957e-09,0.18857
9.516925115979567e-09,0.1739
9.524737615979564e-09,0.159
9.532550115979562e-09,0.1431
9.540362615979559e-09,0.12647
9.548175115979556e-09,0.10969
9.555987615979554e-09,0.0933
9.56380011597955e-09,0.07753
9.571612615979548e-09,0.0619
9.579425115979545e-09,0.046
9.587237615979543e-09,0.02972
9.59505011597954e-09,0.01306
9.602862615979537e-09,-0.00333
9.610675115979534e-09,-0.01917
9.618487615979532e-09,-0.03463
9.626300115979529e-09,-0.05012
9.634112615979526e-09,-0.06618
9.641925115979524e-09,-0.08266
9.649737615979521e-09,-0.09905
9.657550115979518e-09,-0.11515
9.665362615979515e-09,-0.13063
9.673175115979513e-09,-0.14583
9.68098761597951e-09,-0.16123
9.688800115979507e-09,-0.17681
9.696612615979505e-09,-0.19205
9.704425115979502e-09,-0.20564
9.712237615979499e-09,-0.21637
9.720050115979496e-09,-0.22396
9.727862615979494e-09,-0.22859
9.735675115979491e-09,-0.23122
9.743487615979488e-09,-0.23289
9.751300115979485e-09,-0.2343
9.759112615979483e-09,-0.23588
9.76692511597948e-09,-0.23755
9.774737615979477e-09,-0.23918
9.782550115979475e-09,-0.24094
9.790362615979472e-09,-0.24254
9.798175115979469e-09,-0.24369
9.805987615979466e-09,-0.24422
9.813800115979464e-09,-0.24413
9.821612615979461e-09,-0.24398
9.829425115979458e-09,-0.24424
9.837237615979456e-09,-0.24523
9.845050115979453e-09,-0.24713
9.85286261597945e-09,-0.24927
9.860675115979447e-09,-0.25095
9.868487615979445e-09,-0.25191
9.876300115979442e-09,-0.25219
9.88411261597944e-09,-0.25248
9.891925115979436e-09,-0.25306
9.899737615979434e-09,-0.25392
9.907550115979431e-09,-0.25507
9.915362615979428e-09,-0.256
9.923175115979426e-09,-0.25654
9.930987615979423e-09,-0.25683
9.93880011597942e-09,-0.25691
9.946612615979417e-09,-0.2571
9.954425115979415e-09,-0.25723
9.962237615979412e-09,-0.25724
9.97005011597941e-09,-0.25755
9.977862615979407e-09,-0.25826
9.985675115979404e-09,-0.25936
9.993487615979401e-09,-0.26064
1.0001300115979398e-08,-0.2614
1.0009112615979396e-08,-0.26137
1.0016925115979393e-08,-0.26052
1.002473761597939e-08,-0.25935
1.0032550115979387e-08,-0.25889
1.0040362615979385e-08,-0.25944
1.0048175115979382e-08,-0.26065
1.005598761597938e-08,-0.26185
1.0063800115979377e-08,-0.26216
1.0071612615979374e-08,-0.26165
1.0079425115979371e-08,-0.26082
1.0087237615979368e-08,-0.26043
1.0095050115979366e-08,-0.26117
1.0102862615979363e-08,-0.26275
1.011067511597936e-08,-0.26427
1.0118487615979358e-08,-0.26507
1.0126300115979355e-08,-0.2647
1.0134112615979352e-08,-0.26361
1.014192511597935e-08,-0.26257
1.0149737615979347e-08,-0.2621
1.0157550115979344e-08,-0.26261
1.0165362615979341e-08,-0.26373
1.0173175115979338e-08,-0.26487
1.0180987615979336e-08,-0.26563
1.0188800115979333e-08,-0.26568
1.019661261597933e-08,-0.26511
1.0204425115979328e-08,-0.26438
1.0212237615979325e-08,-0.2638
1.0220050115979322e-08,-0.26384
1.022786261597932e-08,-0.26455
1.0235675115979317e-08,-0.26556
1.0243487615979314e-08,-0.26645
1.0251300115979311e-08,-0.26673
1.0259112615979309e-08,-0.26631
1.0266925115979306e-08,-0.26574
1.0274737615979303e-08,-0.26549
1.02825501159793e-08,-0.26592
1.0290362615979298e-08,-0.26683
1.0298175115979295e-08,-0.26749
1.0305987615979292e-08,-0.26728
1.031380011597929e-08,-0.26613
1.0321612615979287e-08,-0.26455
1.0329425115979284e-08,-0.26359
1.0337237615979281e-08,-0.26386
1.0345050115979279e-08,-0.2652
1.0352862615979276e-08,-0.26692
1.0360675115979273e-08,-0.26812
1.036848761597927e-08,-0.2684
1.0376300115979268e-08,-0.26798
1.0384112615979265e-08,-0.26742
1.0391925115979262e-08,-0.26736
1.039973761597926e-08,-0.26786
1.0407550115979257e-08,-0.2685
1.0415362615979254e-08,-0.26892
1.0423175115979251e-08,-0.26902
1.0430987615979249e-08,-0.26885
1.0438800115979246e-08,-0.26861
1.0446612615979243e-08,-0.26836
1.045442511597924e-08,-0.26823
1.0462237615979238e-08,-0.26824
1.0470050115979235e-08,-0.26844
1.0477862615979232e-08,-0.26907
1.048567511597923e-08,-0.27015
1.0493487615979234e-08,-0.27117
1.0501300115979224e-08,-0.27158
1.0509112615979215e-08,-0.271
1.0516925115979219e-08,-0.26976
1.0524737615979223e-08,-0.26855
1.0532550115979213e-08,-0.26804
1.0540362615979204e-08,-0.26855
1.0548175115979208e-08,-0.26976
1.0555987615979212e-08,-0.27064
1.0563800115979202e-08,-0.27059
1.0571612615979193e-08,-0.26966
1.0579425115979197e-08,-0.26869
1.0587237615979201e-08,-0.26845
1.0595050115979192e-08,-0.26927
1.0602862615979182e-08,-0.27071
1.0610675115979186e-08,-0.27204
1.061848761597919e-08,-0.27231
1.062630011597918e-08,-0.27149
1.0634112615979171e-08,-0.27012
1.0641925115979175e-08,-0.2691
1.0649737615979179e-08,-0.26895
1.065755011597917e-08,-0.26968
1.066536261597916e-08,-0.27076
1.0673175115979164e-08,-0.27182
1.0680987615979168e-08,-0.27216
1.0688800115979159e-08,-0.2718
1.069661261597915e-08,-0.27093
1.0704425115979153e-08,-0.27006
1.0712237615979157e-08,-0.26957
1.0720050115979148e-08,-0.26975
1.0727862615979139e-08,-0.27042
1.0735675115979143e-08,-0.27146
1.0743487615979146e-08,-0.27208
1.0751300115979137e-08,-0.27201
1.0759112615979128e-08,-0.27131
1.0766925115979132e-08,-0.27053
1.0774737615979136e-08,-0.27027
1.0782550115979126e-08,-0.27085
1.0790362615979117e-08,-0.27174
1.079817511597912e-08,-0.27244
1.0805987615979125e-08,-0.272
1.0813800115979115e-08,-0.27052
1.0821612615979106e-08,-0.26874
1.082942511597911e-08,-0.26766
1.0837237615979114e-08,-0.26795
1.0845050115979104e-08,-0.2695
1.0852862615979095e-08,-0.27123
1.0860675115979099e-08,-0.27249
1.0868487615979103e-08,-0.27253
1.0876300115979094e-08,-0.27184
1.0884112615979084e-08,-0.27115
1.0891925115979088e-08,-0.27104
1.0899737615979092e-08,-0.27159
1.0907550115979083e-08,-0.27246
1.0915362615979073e-08,-0.27293
1.0923175115979077e-08,-0.27307
1.0930987615979081e-08,-0.27271
1.0938800115979072e-08,-0.27226
1.0946612615979062e-08,-0.27195
1.0954425115979066e-08,-0.27176
1.096223761597907e-08,-0.27178
1.0970050115979061e-08,-0.27212
1.0977862615979052e-08,-0.27274
1.0985675115979055e-08,-0.27384
1.099348761597906e-08,-0.27478
1.100130011597905e-08,-0.27513
1.100911261597904e-08,-0.27462
1.1016925115979045e-08,-0.27342
1.1024737615979048e-08,-0.27227
1.1032550115979039e-08,-0.27192
1.104036261597903e-08,-0.27244
1.1048175115979034e-08,-0.27361
1.1055987615979038e-08,-0.27439
1.1063800115979028e-08,-0.27424
1.1071612615979019e-08,-0.27333
1.1079425115979023e-08,-0.27235
1.1087237615979027e-08,-0.27221
1.1095050115979017e-08,-0.27317
1.1102862615979008e-08,-0.27465
1.1110675115979012e-08,-0.27592
1.1118487615979016e-08,-0.27606
1.1126300115979006e-08,-0.27505
1.1134112615978997e-08,-0.27357
1.1141925115979001e-08,-0.27246
1.1149737615979005e-08,-0.27235
1.1157550115978996e-08,-0.27314
1.1165362615978986e-08,-0.27428
1.117317511597899e-08,-0.27526
1.1180987615978994e-08,-0.27557
1.1188800115978985e-08,-0.27518
1.1196612615978975e-08,-0.27439
1.120442511597898e-08,-0.27356
1.1212237615978983e-08,-0.27315
1.1220050115978974e-08,-0.27325
1.1227862615978964e-08,-0.27381
1.1235675115978968e-08,-0.27458
1.1243487615978972e-08,-0.27507
1.1251300115978963e-08,-0.27499
1.1259112615978954e-08,-0.27442
1.1266925115978957e-08,-0.27377
1.1274737615978961e-08,-0.27363
1.1282550115978952e-08,-0.27409
1.1290362615978943e-08,-0.27485
1.1298175115978947e-08,-0.27526
1.130598761597895e-08,-0.27465
1.1313800115978941e-08,-0.2731
1.1321612615978932e-08,-0.27128
1.1329425115978936e-08,-0.27015
1.133723761597894e-08,-0.27039
1.134505011597893e-08,-0.27173
1.1352862615978921e-08,-0.27338
1.1360675115978925e-08,-0.27453
1.1368487615978929e-08,-0.27462
1.137630011597892e-08,-0.27401
1.138411261597891e-08,-0.27325
1.1391925115978914e-08,-0.27293
1.1399737615978918e-08,-0.27321
1.1407550115978908e-08,-0.27369
1.1415362615978899e-08,-0.27406
1.1423175115978903e-08,-0.27422
1.1430987615978907e-08,-0.27409
1.1438800115978898e-08,-0.2739
1.1446612615978888e-08,-0.27358
1.1454425115978892e-08,-0.27326
1.1462237615978896e-08,-0.27306
1.1470050115978887e-08,-0.2731
1.1477862615978877e-08,-0.2737
1.1485675115978881e-08,-0.27477
1.1493487615978885e-08,-0.27572
1.1501300115978876e-08,-0.276
1.1509112615978866e-08,-0.27514
1.151692511597887e-08,-0.27357
1.1524737615978874e-08,-0.27212
1.1532550115978865e-08,-0.27146
1.1540362615978856e-08,-0.27196
1.154817511597886e-08,-0.27309
1.1555987615978863e-08,-0.27388
1.1563800115978854e-08,-0.27384
1.1571612615978845e-08,-0.27298
1.1579425115978849e-08,-0.27217
1.1587237615978852e-08,-0.27211
1.1595050115978843e-08,-0.27289
1.1602862615978834e-08,-0.27412
1.1610675115978838e-08,-0.27501
1.1618487615978842e-08,-0.27494
1.1626300115978832e-08,-0.27408
1.1634112615978823e-08,-0.27289
1.1641925115978827e-08,-0.2721
1.164973761597883e-08,-0.27197
1.1657550115978821e-08,-0.2723
1.1665362615978812e-08,-0.2729
1.1673175115978816e-08,-0.27345
1.168098761597882e-08,-0.27373
1.168880011597881e-08,-0.27374
1.1696612615978801e-08,-0.27341
1.1704425115978805e-08,-0.27288
1.1712237615978809e-08,-0.27232
1.17200501159788e-08,-0.27206
1.172786261597879e-08,-0.27242
1.1735675115978794e-08,-0.2733
1.1743487615978798e-08,-0.27407
1.1751300115978789e-08,-0.27424
1.175911261597878e-08,-0.27361
1.1766925115978783e-08,-0.2726
1.1774737615978787e-08,-0.27196
1.1782550115978778e-08,-0.27216
1.1790362615978768e-08,-0.273
1.1798175115978772e-08,-0.27358
1.1805987615978776e-08,-0.27286
1.1813800115978767e-08,-0.27076
1.1821612615978758e-08,-0.26825
1.1829425115978761e-08,-0.26668
1.1837237615978765e-08,-0.26686
1.1845050115978756e-08,-0.26816
1.1852862615978747e-08,-0.26862
1.186067511597875e-08,-0.26588
1.1868487615978754e-08,-0.25831
1.1876300115978745e-08,-0.24613
1.1884112615978736e-08,-0.23101
1.189192511597874e-08,-0.21499
1.1899737615978744e-08,-0.19954
1.1907550115978734e-08,-0.18506
1.1915362615978725e-08,-0.17102
1.1923175115978729e-08,-0.15674
1.1930987615978733e-08,-0.14168
1.1938800115978723e-08,-0.12599
1.1946612615978714e-08,-0.11
1.1954425115978718e-08,-0.09382
1.1962237615978722e-08,-0.0775
1.1970050115978712e-08,-0.06105
1.1977862615978703e-08,-0.04459
1.1985675115978707e-08,-0.02851
1.1993487615978711e-08,-0.0129
1.2001300115978702e-08,0.00229
1.2009112615978692e-08,0.01742
1.2016925115978696e-08,0.03306
1.20247376159787e-08,0.04942
1.203255011597869e-08,0.06617
1.2040362615978681e-08,0.08271
1.2048175115978685e-08,0.09834
1.2055987615978689e-08,0.11295
1.206380011597868e-08,0.12704
1.207161261597867e-08,0.1415
1.2079425115978674e-08,0.15717
1.2087237615978678e-08,0.17413
1.2095050115978669e-08,0.19136
1.210286261597866e-08,0.20722
1.2110675115978663e-08,0.21979
1.2118487615978667e-08,0.22795
1.2126300115978658e-08,0.23196
1.2134112615978649e-08,0.23313
1.2141925115978653e-08,0.23349
1.2149737615978657e-08,0.23464
1.2157550115978647e-08,0.23708
1.2165362615978638e-08,0.24039
1.2173175115978642e-08,0.24334
1.2180987615978646e-08,0.24499
1.2188800115978636e-08,0.24533
1.2196612615978627e-08,0.24504
1.2204425115978631e-08,0.24524
1.2212237615978635e-08,0.24655
1.2220050115978625e-08,0.24883
1.2227862615978616e-08,0.25137
1.223567511597862e-08,0.25317
1.2243487615978624e-08,0.25375
1.2251300115978614e-08,0.25355
1.2259112615978605e-08,0.25326
1.2266925115978609e-08,0.25376
1.2274737615978613e-08,0.25523
1.2282550115978604e-08,0.25713
1.2290362615978594e-08,0.25869
1.2298175115978598e-08,0.25906
1.2305987615978602e-08,0.25815
1.2313800115978593e-08,0.25667
1.2321612615978583e-08,0.25557
1.2329425115978587e-08,0.25575
1.2337237615978591e-08,0.25733
1.2345050115978582e-08,0.25956
1.2352862615978572e-08,0.26157
1.2360675115978576e-08,0.26244
1.236848761597858e-08,0.26201
1.2376300115978571e-08,0.26105
1.2384112615978562e-08,0.26039
1.2391925115978566e-08,0.26072
1.239973761597857e-08,0.26203
1.240755011597856e-08,0.26363
1.241536261597855e-08,0.26485
1.2423175115978555e-08,0.26512
1.2430987615978559e-08,0.26451
1.243880011597855e-08,0.26372
1.244661261597854e-08,0.26328
1.2454425115978544e-08,0.26356
1.2462237615978548e-08,0.26446
1.2470050115978538e-08,0.26556
1.2477862615978529e-08,0.26658
1.2485675115978533e-08,0.26717
1.2493487615978537e-08,0.26722
1.2501300115978527e-08,0.26705
1.2509112615978518e-08,0.26676
1.2516925115978522e-08,0.26664
1.2524737615978526e-08,0.26688
1.2532550115978517e-08,0.26744
1.2540362615978507e-08,0.26825
1.2548175115978511e-08,0.26886
1.2555987615978515e-08,0.26882
1.2563800115978506e-08,0.26835
1.2571612615978496e-08,0.26771
1.25794251159785e-08,0.26758
1.2587237615978504e-08,0.26838
1.2595050115978495e-08,0.26989
1.2602862615978485e-08,0.27156
1.261067511597849e-08,0.2725
1.2618487615978493e-08,0.27212
1.2626300115978484e-08,0.27088
1.2634112615978475e-08,0.26945
1.2641925115978478e-08,0.26884
1.2649737615978482e-08,0.26944
1.2657550115978473e-08,0.27079
1.2665362615978464e-08,0.27222
1.2673175115978468e-08,0.27293
1.2680987615978471e-08,0.27252
1.2688800115978462e-08,0.27155
1.2696612615978453e-08,0.2706
1.2704425115978457e-08,0.27031
1.271223761597846e-08,0.27092
1.2720050115978451e-08,0.27186
1.2727862615978442e-08,0.2728
1.2735675115978446e-08,0.27319
1.274348761597845e-08,0.27282
1.275130011597844e-08,0.27209
1.2759112615978431e-08,0.27142
1.2766925115978435e-08,0.27137
1.2774737615978439e-08,0.2722
1.278255011597843e-08,0.2733
1.279036261597842e-08,0.27424
1.2798175115978424e-08,0.27431
1.2805987615978428e-08,0.27314
1.2813800115978419e-08,0.27128
1.282161261597841e-08,0.26956
1.2829425115978413e-08,0.26892
1.2837237615978417e-08,0.26984
1.2845050115978408e-08,0.27156
1.2852862615978398e-08,0.27334
1.2860675115978402e-08,0.27422
1.2868487615978406e-08,0.27378
1.2876300115978397e-08,0.27267
1.2884112615978387e-08,0.27169
1.2891925115978391e-08,0.27159
1.2899737615978395e-08,0.27258
1.2907550115978386e-08,0.27375
1.2915362615978377e-08,0.27458
1.292317511597838e-08,0.27462
1.2930987615978384e-08,0.27385
1.2938800115978375e-08,0.27295
1.2946612615978366e-08,0.27236
1.295442511597837e-08,0.27246
1.2962237615978373e-08,0.27322
1.2970050115978364e-08,0.27403
1.2977862615978355e-08,0.27474
1.2985675115978359e-08,0.27515
1.2993487615978363e-08,0.27504
1.3001300115978353e-08,0.27465
1.3009112615978344e-08,0.27411
1.3016925115978348e-08,0.27375
1.3024737615978352e-08,0.27383
1.3032550115978342e-08,0.27412
1.3040362615978333e-08,0.27455
1.3048175115978337e-08,0.27479
1.305598761597834e-08,0.27442
1.3063800115978331e-08,0.27371
1.3071612615978322e-08,0.27303
1.3079425115978326e-08,0.27307
1.308723761597833e-08,0.27407
1.309505011597832e-08,0.27549
1.3102862615978311e-08,0.27673
1.3110675115978315e-08,0.27711
1.3118487615978319e-08,0.27633
1.312630011597831e-08,0.27496
1.31341126159783e-08,0.27377
1.3141925115978304e-08,0.27352
1.3149737615978308e-08,0.2743
1.3157550115978299e-08,0.27545
1.316536261597829e-08,0.2763
1.3173175115978293e-08,0.27641
1.3180987615978297e-08,0.2757
1.3188800115978288e-08,0.2747
1.3196612615978279e-08,0.27395
1.3204425115978282e-08,0.27391
1.3212237615978286e-08,0.27453
1.3220050115978277e-08,0.27537
1.3227862615978268e-08,0.27603
1.3235675115978272e-08,0.27621
1.3243487615978275e-08,0.27581
1.3251300115978266e-08,0.2751
1.3259112615978257e-08,0.27452
1.326692511597826e-08,0.27459
1.3274737615978265e-08,0.27538
1.3282550115978255e-08,0.27642
1.3290362615978246e-08,0.27708
1.329817511597825e-08,0.27673
1.3305987615978254e-08,0.27518
1.3313800115978244e-08,0.27302
1.3321612615978235e-08,0.27127
1.3329425115978239e-08,0.27093
1.3337237615978243e-08,0.27222
1.3345050115978233e-08,0.27433
1.3352862615978224e-08,0.27612
1.3360675115978228e-08,0.27667
1.3368487615978232e-08,0.27583
1.3376300115978223e-08,0.27441
1.3384112615978213e-08,0.27349
1.3391925115978217e-08,0.27377
1.3399737615978221e-08,0.275
1.3407550115978212e-08,0.27613
1.3415362615978202e-08,0.27635
1.3423175115978206e-08,0.2755
1.343098761597821e-08,0.27404
1.34388001159782e-08,0.27278
1.3446612615978191e-08,0.27183
1.3454425115978195e-08,0.2704
1.34622376159782e-08,0.26701
1.347005011597819e-08,0.26001
1.347786261597818e-08,0.24909
1.3485675115978184e-08,0.23503
1.3493487615978188e-08,0.21938
1.3501300115978179e-08,0.20374
1.350911261597817e-08,0.18869
1.3516925115978174e-08,0.17402
1.3524737615978177e-08,0.15908
1.3532550115978168e-08,0.14315
1.3540362615978159e-08,0.12649
1.3548175115978163e-08,0.10968
1.3555987615978167e-08,0.09328
1.3563800115978157e-08,0.0775
1.3571612615978148e-08,0.06186
1.3579425115978152e-08,0.04595
1.3587237615978156e-08,0.02966
1.3595050115978146e-08,0.01296
1.3602862615978137e-08,-0.00345
1.3610675115978141e-08,-0.01932
1.3618487615978145e-08,-0.03478
1.3626300115978135e-08,-0.05026
1.3634112615978126e-08,-0.06628
1.364192511597813e-08,-0.08272
1.3649737615978134e-08,-0.0991
1.3657550115978125e-08,-0.11521
1.3665362615978115e-08,-0.13072
1.3673175115978119e-08,-0.14596
1.3680987615978123e-08,-0.16135
1.3688800115978114e-08,-0.17689
1.3696612615978104e-08,-0.19207
1.3704425115978108e-08,-0.20561
1.3712237615978112e-08,-0.21631
1.3720050115978103e-08,-0.22393
1.3727862615978093e-08,-0.2286
1.3735675115978097e-08,-0.23126
1.3743487615978101e-08,-0.23293
1.3751300115978092e-08,-0.23432
1.3759112615978083e-08,-0.23586
1.3766925115978086e-08,-0.2375
1.377473761597809e-08,-0.23913
1.3782550115978081e-08,-0.24092
1.3790362615978072e-08,-0.24255
1.3798175115978076e-08,-0.24372
1.380598761597808e-08,-0.24424
1.381380011597807e-08,-0.24414
1.382161261597806e-08,-0.24397
1.3829425115978065e-08,-0.24422
1.3837237615978069e-08,-0.24522
1.384505011597806e-08,-0.24714
1.385286261597805e-08,-0.24928
1.3860675115978054e-08,-0.25097
1.3868487615978058e-08,-0.25192
1.3876300115978048e-08,-0.25222
1.3884112615978039e-08,-0.25252
1.3891925115978043e-08,-0.25312
1.3899737615978047e-08,-0.25399
1.3907550115978037e-08,-0.2551
1.3915362615978028e-08,-0.25599
1.3923175115978032e-08,-0.25648
1.3930987615978036e-08,-0.25674
1.3938800115978027e-08,-0.25682
1.3946612615978017e-08,-0.25701
1.3954425115978021e-08,-0.25717
1.3962237615978025e-08,-0.25719
1.3970050115978016e-08,-0.2575
1.3977862615978006e-08,-0.25823
1.398567511597801e-08,-0.25935
1.3993487615978014e-08,-0.26066
1.4001300115978005e-08,-0.26143
1.4009112615977995e-08,-0.26139
1.4016925115978e-08,-0.2605
1.4024737615978003e-08,-0.25928
1.4032550115977994e-08,-0.25878
1.4040362615977985e-08,-0.25932
1.4048175115977988e-08,-0.26054
1.4055987615977992e-08,-0.26178
1.4063800115977983e-08,-0.26213
1.4071612615977974e-08,-0.26163
1.4079425115977978e-08,-0.26081
1.4087237615977981e-08,-0.26041
1.4095050115977972e-08,-0.26114
1.4102862615977963e-08,-0.26271
1.4110675115977967e-08,-0.26424
1.411848761597797e-08,-0.26504
1.4126300115977961e-08,-0.26467
1.4134112615977952e-08,-0.26358
1.4141925115977956e-08,-0.26256
1.414973761597796e-08,-0.26211
1.415755011597795e-08,-0.26264
1.4165362615977941e-08,-0.26377
1.4173175115977945e-08,-0.2649
1.4180987615977949e-08,-0.26565
1.418880011597794e-08,-0.26568
1.419661261597793e-08,-0.26512
1.4204425115977934e-08,-0.26441
1.4212237615977938e-08,-0.26384
1.4220050115977929e-08,-0.26389
1.422786261597792e-08,-0.26459
1.4235675115977923e-08,-0.26558
1.4243487615977927e-08,-0.26644
1.4251300115977918e-08,-0.26671
1.4259112615977908e-08,-0.26629
1.4266925115977912e-08,-0.26574
1.4274737615977916e-08,-0.26552
1.4282550115977907e-08,-0.26597
1.4290362615977897e-08,-0.26689
1.4298175115977901e-08,-0.26754
1.4305987615977905e-08,-0.26732
1.4313800115977896e-08,-0.26613
1.4321612615977887e-08,-0.26453
1.432942511597789e-08,-0.26356
1.4337237615977894e-08,-0.26383
1.4345050115977885e-08,-0.26519
1.4352862615977876e-08,-0.26694
1.436067511597788e-08,-0.26817
1.4368487615977884e-08,-0.26844
1.4376300115977874e-08,-0.26801
1.4384112615977865e-08,-0.26741
1.4391925115977869e-08,-0.26732
1.4399737615977873e-08,-0.26781
1.4407550115977863e-08,-0.26844
1.4415362615977854e-08,-0.2689
1.4423175115977858e-08,-0.26902
1.4430987615977862e-08,-0.26885
1.4438800115977852e-08,-0.2686
1.4446612615977843e-08,-0.26833
1.4454425115977847e-08,-0.26818
1.4462237615977851e-08,-0.26819
1.4470050115977842e-08,-0.26838
1.4477862615977832e-08,-0.26901
