time,voltage
2.9573633477670438e-06,0.041398489
2.957363591908044e-06,0.041404243
2.957363836049044e-06,0.04140712
2.957364080190044e-06,0.041409997
2.9573643243310442e-06,0.041418628
2.9573645684720443e-06,0.041415751
2.9573648126130444e-06,0.041424382
2.9573650567540445e-06,0.041421505
2.9573653008950446e-06,0.041430136
2.9573655450360447e-06,0.041430136
2.957365789177045e-06,0.041433013
2.957366033318045e-06,0.04143589
2.957366277459045e-06,0.041438767
2.957366521600045e-06,0.041444521
2.9573667657410453e-06,0.041444521
2.9573670098820454e-06,0.041456029
2.9573672540230455e-06,0.041456029
2.9573674981640456e-06,0.041458906
2.9573677423050457e-06,0.041461783
2.957367986446046e-06,0.04146466
2.957368230587046e-06,0.041470415
2.957368474728046e-06,0.041476169
2.957368718869046e-06,0.0414848
2.9573689630100462e-06,0.0414848
2.9573692071510464e-06,0.041487677
2.9573694512920465e-06,0.041490554
2.9573696954330466e-06,0.041496308
2.9573699395740467e-06,0.041502062
2.9573701837150468e-06,0.041507816
2.957370427856047e-06,0.041516447
2.957370671997047e-06,0.04151357
2.957370916138047e-06,0.041522201
2.9573711602790472e-06,0.041525078
2.9573714044200473e-06,0.041530832
2.9573716485610474e-06,0.041536586
2.9573718927020475e-06,0.04154234
2.9573721368430476e-06,0.041550971
2.9573723809840477e-06,0.041550971
2.957372625125048e-06,0.041562479
2.957372869266048e-06,0.041562479
2.957373113407048e-06,0.04157111
2.957373357548048e-06,0.04157111
2.9573736016890483e-06,0.041576864
2.9573738458300484e-06,0.041582618
2.9573740899710485e-06,0.041585495
2.9573743341120486e-06,0.041594126
2.9573745782530487e-06,0.041594126
2.957374822394049e-06,0.041608511
2.957375066535049e-06,0.041611388
2.957375310676049e-06,0.041614265
2.957375554817049e-06,0.041620019
2.9573757989580492e-06,0.041622896
2.9573760430990494e-06,0.04162865
2.9573762872400495e-06,0.041634404
2.9573765313810496e-06,0.041643035
2.9573767755220497e-06,0.041645912
2.9573770196630498e-06,0.041648789
2.95737726380405e-06,0.041651666
2.95737750794505e-06,0.041660297
2.95737775208605e-06,0.041666051
2.95737799622705e-06,0.041671805
2.9573782403680503e-06,0.041680436
2.9573784845090504e-06,0.041677559
2.9573787286500505e-06,0.041689067
2.9573789727910506e-06,0.041689067
2.9573792169320507e-06,0.041694821
2.957379461073051e-06,0.041700575
2.957379705214051e-06,0.041706329
2.957379949355051e-06,0.04171496
2.957380193496051e-06,0.04171496
2.9573804376370513e-06,0.041726468
2.9573806817780514e-06,0.041723591
2.9573809259190515e-06,0.041732222
2.9573811700600516e-06,0.041732222
2.9573814142010517e-06,0.041737976
2.957381658342052e-06,0.041740853
2.957381902483052e-06,0.04174373
2.957382146624052e-06,0.041752361
2.957382390765052e-06,0.041752361
2.9573826349060522e-06,0.041763869
2.9573828790470524e-06,0.041763869
2.9573831231880525e-06,0.041766746
2.9573833673290526e-06,0.041769623
2.9573836114700527e-06,0.0417725
2.9573838556110528e-06,0.041778254
2.957384099752053e-06,0.041781131
2.957384343893053e-06,0.041789762
2.957384588034053e-06,0.041789762
2.957384832175053e-06,0.041792639
2.9573850763160533e-06,0.041792639
2.9573853204570534e-06,0.041798393
2.9573855645980535e-06,0.04180127
2.9573858087390536e-06,0.041807024
2.9573860528800537e-06,0.041812778
2.957386297021054e-06,0.041807024
2.957386541162054e-06,0.041815655
2.957386785303054e-06,0.041812778
2.957387029444054e-06,0.041818532
2.9573872735850543e-06,0.041821409
2.9573875177260544e-06,0.041821409
2.9573877618670545e-06,0.04183004
2.9573880060080546e-06,0.041827163
2.9573882501490547e-06,0.041835794
2.957388494290055e-06,0.04183004
2.957388738431055e-06,0.041835794
2.957388982572055e-06,0.041832917
2.957389226713055e-06,0.041835794
2.9573894708540552e-06,0.041835794
2.9573897149950554e-06,0.041835794
2.9573899591360555e-06,0.041841548
2.9573902032770556e-06,0.041838671
2.9573904474180557e-06,0.041844425
2.9573906915590558e-06,0.041844425
2.957390935700056e-06,0.041841548
2.957391179841056e-06,0.041844425
2.957391423982056e-06,0.041841548
2.957391668123056e-06,0.041844425
2.9573919122640563e-06,0.041844425
2.9573921564050564e-06,0.041850179
2.9573924005460565e-06,0.041844425
2.9573926446870566e-06,0.041844425
2.9573928888280567e-06,0.041841548
2.957393132969057e-06,0.041844425
2.957393377110057e-06,0.041844425
2.957393621251057e-06,0.041847302
2.957393865392057e-06,0.041847302
2.9573941095330573e-06,0.041841548
2.9573943536740574e-06,0.041844425
2.9573945978150575e-06,0.041838671
2.9573948419560576e-06,0.041841548
2.9573950860970577e-06,0.041838671
2.957395330238058e-06,0.041838671
2.957395574379058e-06,0.041841548
2.957395818520058e-06,0.041835794
2.957396062661058e-06,0.041841548
2.9573963068020582e-06,0.041832917
2.9573965509430584e-06,0.041835794
2.9573967950840585e-06,0.04183004
2.9573970392250586e-06,0.041827163
2.9573972833660587e-06,0.041824286
2.9573975275070588e-06,0.041821409
2.957397771648059e-06,0.041824286
2.957398015789059e-06,0.041818532
2.957398259930059e-06,0.041821409
2.957398504071059e-06,0.041818532
2.9573987482120593e-06,0.041812778
2.9573989923530594e-06,0.041809901
2.9573992364940595e-06,0.041804147
2.9573994806350596e-06,0.041804147
2.9573997247760597e-06,0.04180127
2.95739996891706e-06,0.041804147
2.95740021305806e-06,0.041798393
2.95740045719906e-06,0.041795516
2.95740070134006e-06,0.041789762
2.9574009454810603e-06,0.041789762
2.9574011896220604e-06,0.041786885
2.9574014337630605e-06,0.041784008
2.9574016779040606e-06,0.041784008
2.9574019220450607e-06,0.041775377
2.957402166186061e-06,0.041775377
2.957402410327061e-06,0.041766746
2.957402654468061e-06,0.041766746
2.957402898609061e-06,0.041763869
2.9574031427500612e-06,0.041760992
2.9574033868910613e-06,0.041760992
2.9574036310320615e-06,0.041752361
2.9574038751730616e-06,0.041758115
2.9574041193140617e-06,0.041746607
2.9574043634550618e-06,0.041746607
2.957404607596062e-06,0.041740853
2.957404851737062e-06,0.041735099
2.957405095878062e-06,0.041732222
2.957405340019062e-06,0.041726468
2.9574055841600623e-06,0.041726468
2.9574058283010624e-06,0.041720714
2.9574060724420625e-06,0.041723591
2.9574063165830626e-06,0.041717837
2.9574065607240627e-06,0.041712083
2.957406804865063e-06,0.041706329
2.957407049006063e-06,0.041700575
2.957407293147063e-06,0.041700575
2.957407537288063e-06,0.041694821
2.9574077814290633e-06,0.041697698
2.9574080255700634e-06,0.041689067
2.9574082697110635e-06,0.041683313
2.9574085138520636e-06,0.041677559
2.9574087579930637e-06,0.041677559
2.957409002134064e-06,0.041674682
2.957409246275064e-06,0.041671805
2.957409490416064e-06,0.041668928
2.957409734557064e-06,0.041660297
2.9574099786980642e-06,0.041660297
2.9574102228390643e-06,0.041651666
2.9574104669800645e-06,0.041651666
2.9574107111210646e-06,0.041645912
2.9574109552620647e-06,0.041643035
2.9574111994030648e-06,0.041643035
2.957411443544065e-06,0.041634404
2.957411687685065e-06,0.041637281
2.957411931826065e-06,0.04162865
2.957412175967065e-06,0.04162865
2.9574124201080653e-06,0.041620019
2.9574126642490654e-06,0.041617142
2.9574129083900655e-06,0.041611388
2.9574131525310656e-06,0.041605634
2.9574133966720657e-06,0.041608511
2.957413640813066e-06,0.04159988
2.957413884954066e-06,0.041602757
2.957414129095066e-06,0.041597003
2.957414373236066e-06,0.041591249
2.9574146173770663e-06,0.041585495
2.9574148615180664e-06,0.041579741
2.9574151056590665e-06,0.041579741
2.9574153498000666e-06,0.041573987
2.9574155939410667e-06,0.041576864
2.957415838082067e-06,0.041568233
2.957416082223067e-06,0.041562479
2.957416326364067e-06,0.041556725
2.957416570505067e-06,0.041556725
2.9574168146460672e-06,0.041553848
2.9574170587870673e-06,0.041550971
2.9574173029280675e-06,0.041550971
2.9574175470690676e-06,0.041539463
2.9574177912100677e-06,0.041539463
2.9574180353510678e-06,0.041533709
2.957418279492068e-06,0.041530832
2.957418523633068e-06,0.041527955
2.957418767774068e-06,0.041525078
2.957419011915068e-06,0.041525078
2.9574192560560683e-06,0.041516447
2.9574195001970684e-06,0.041519324
2.9574197443380685e-06,0.041510693
2.9574199884790686e-06,0.041510693
2.9574202326200687e-06,0.041502062
2.957420476761069e-06,0.041499185
2.957420720902069e-06,0.041496308
2.957420965043069e-06,0.041490554
2.957421209184069e-06,0.041490554
2.9574214533250693e-06,0.041481923
2.9574216974660694e-06,0.0414848
2.9574219416070695e-06,0.041479046
2.9574221857480696e-06,0.041476169
2.9574224298890697e-06,0.041470415
2.95742267403007e-06,0.04146466
2.95742291817107e-06,0.04146466
2.95742316231207e-06,0.041461783
2.95742340645307e-06,0.041461783
2.9574236505940702e-06,0.041453152
2.9574238947350703e-06,0.041450275
2.9574241388760705e-06,0.041444521
2.9574243830170706e-06,0.041444521
2.9574246271580707e-06,0.041441644
2.9574248712990708e-06,0.041438767
2.957425115440071e-06,0.041438767
2.957425359581071e-06,0.041427259
2.957425603722071e-06,0.041430136
2.957425847863071e-06,0.041421505
2.9574260920040713e-06,0.041421505
2.9574263361450714e-06,0.041418628
2.9574265802860715e-06,0.041412874
2.9574268244270716e-06,0.041415751
2.9574270685680717e-06,0.04140712
2.957427312709072e-06,0.041409997
2.957427556850072e-06,0.041401366
2.957427800991072e-06,0.041401366
2.957428045132072e-06,0.041395612
2.9574282892730723e-06,0.041389858
2.9574285334140724e-06,0.041386981
2.9574287775550725e-06,0.041381227
2.9574290216960726e-06,0.041384104
2.9574292658370727e-06,0.041375473
2.957429509978073e-06,0.04137835
2.957429754119073e-06,0.041372596
2.957429998260073e-06,0.041369719
2.957430242401073e-06,0.041363965
2.9574304865420732e-06,0.041361088
2.9574307306830733e-06,0.041358211
2.9574309748240735e-06,0.041355334
2.9574312189650736e-06,0.041358211
2.9574314631060737e-06,0.04134958
2.9574317072470738e-06,0.041346703
2.957431951388074e-06,0.041340949
2.957432195529074e-06,0.041340949
2.957432439670074e-06,0.041338072
2.957432683811074e-06,0.041335195
2.9574329279520743e-06,0.041335195
2.9574331720930744e-06,0.041326564
2.9574334162340745e-06,0.041326564
2.9574336603750746e-06,0.04132081
2.9574339045160747e-06,0.041317933
2.957434148657075e-06,0.041315056
2.957434392798075e-06,0.041312179
2.957434636939075e-06,0.041315056
2.957434881080075e-06,0.041306425
2.9574351252210753e-06,0.041309302
2.9574353693620754e-06,0.041300671
2.9574356135030755e-06,0.041303548
2.9574358576440756e-06,0.041294917
2.9574361017850757e-06,0.04129204
2.957436345926076e-06,0.041289163
2.957436590067076e-06,0.041283409
2.957436834208076e-06,0.041286286
2.957437078349076e-06,0.041277655
2.9574373224900762e-06,0.041283409
2.9574375666310763e-06,0.041277655
2.9574378107720764e-06,0.041271901
2.9574380549130766e-06,0.041269024
2.9574382990540767e-06,0.041266147
2.9574385431950768e-06,0.041266147
2.957438787336077e-06,0.04126327
2.957439031477077e-06,0.04126327
2.957439275618077e-06,0.041257516
2.957439519759077e-06,0.041254639
2.9574397639000773e-06,0.041251762
2.9574400080410774e-06,0.041251762
2.9574402521820775e-06,0.041248885
2.9574404963230776e-06,0.041248885
2.9574407404640777e-06,0.041248885
2.957440984605078e-06,0.041240254
2.957441228746078e-06,0.041243131
2.957441472887078e-06,0.0412345
2.957441717028078e-06,0.0412345
2.9574419611690783e-06,0.0412345
2.9574422053100784e-06,0.041231623
2.9574424494510785e-06,0.0412345
2.9574426935920786e-06,0.041228746
2.9574429377330787e-06,0.041231623
2.957443181874079e-06,0.041225869
2.957443426015079e-06,0.041228746
2.957443670156079e-06,0.041222992
2.957443914297079e-06,0.041220115
2.9574441584380792e-06,0.041220115
2.9574444025790793e-06,0.041214361
2.9574446467200794e-06,0.041217238
2.9574448908610796e-06,0.041211484
2.9574451350020797e-06,0.041217238
2.9574453791430798e-06,0.041214361
2.95744562328408e-06,0.041211484
2.95744586742508e-06,0.041211484
2.95744611156608e-06,0.041208607
2.95744635570708e-06,0.041208607
2.9574465998480803e-06,0.041208607
2.9574468439890804e-06,0.041211484
2.9574470881300805e-06,0.04120573
2.9574473322710806e-06,0.04120573
2.9574475764120807e-06,0.041202853
2.957447820553081e-06,0.04120573
2.957448064694081e-06,0.04120573
2.957448308835081e-06,0.04120573
2.957448552976081e-06,0.041208607
2.9574487971170813e-06,0.041202853
2.9574490412580814e-06,0.04120573
2.9574492853990815e-06,0.041202853
2.9574495295400816e-06,0.04120573
2.9574497736810817e-06,0.04120573
2.957450017822082e-06,0.04120573
2.957450261963082e-06,0.041208607
2.957450506104082e-06,0.04120573
2.957450750245082e-06,0.041211484
2.9574509943860822e-06,0.04120573
2.9574512385270823e-06,0.041211484
2.9574514826680824e-06,0.041208607
2.9574517268090826e-06,0.041208607
2.9574519709500827e-06,0.041208607
2.9574522150910828e-06,0.041208607
2.957452459232083e-06,0.041214361
2.957452703373083e-06,0.041211484
2.957452947514083e-06,0.041217238
2.957453191655083e-06,0.041217238
2.9574534357960833e-06,0.041217238
2.9574536799370834e-06,0.041217238
2.9574539240780835e-06,0.041217238
2.9574541682190836e-06,0.041220115
2.9574544123600837e-06,0.041222992
2.957454656501084e-06,0.041228746
2.957454900642084e-06,0.041225869
2.957455144783084e-06,0.041228746
2.957455388924084e-06,0.041228746
2.9574556330650843e-06,0.041231623
2.9574558772060844e-06,0.0412345
2.9574561213470845e-06,0.041237377
2.9574563654880846e-06,0.041243131
2.9574566096290847e-06,0.041237377
2.957456853770085e-06,0.041246008
2.957457097911085e-06,0.041243131
2.957457342052085e-06,0.041246008
